District_Name,Level,Name,Total/Rural/Urban,No of Households,Total Population Person,Total Worker Population Person,Main Cultivator Population Person,Main Agricultural Labourers Population Person,Main Household Industries Population Person,Main Other Workers Population Person,Marginal Cultivator Population Person,Marginal Agriculture Labourers Population Person,Marginal Household Industries Population Person,Marginal Other Workers Population Person,Non Working Population Person
Nagpur,VILLAGE,Palgondi,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Bhorgad,Rural,167,803,324,133,153,2,26,0,10,0,0,479
Nagpur,VILLAGE,Mohgaon (Dhole),Rural,72,273,181,23,148,1,0,0,9,0,0,92
Nagpur,VILLAGE,Kolhu,Rural,70,319,194,97,78,0,5,12,2,0,0,125
Nagpur,VILLAGE,Saoli,Rural,54,243,157,86,66,0,3,2,0,0,0,86
Nagpur,VILLAGE,Chikhlagad,Rural,84,322,188,37,116,0,6,4,25,0,0,134
Nagpur,VILLAGE,Walni,Rural,121,582,390,239,126,0,24,0,1,0,0,192
Nagpur,VILLAGE,Tandulwani,Rural,101,418,325,107,135,2,30,26,24,0,1,93
Nagpur,VILLAGE,Kedarpur,Rural,64,288,182,32,124,0,1,1,22,0,2,106
Nagpur,VILLAGE,Khutamba,Rural,182,734,400,59,157,3,42,50,71,1,17,334
Nagpur,VILLAGE,Kokarda,Rural,7,35,19,18,0,0,1,0,0,0,0,16
Nagpur,VILLAGE,Borkhedi,Rural,9,36,15,4,0,0,7,0,1,0,3,21
Nagpur,VILLAGE,Panchdhar,Rural,124,472,271,52,182,0,30,3,1,0,3,201
Nagpur,VILLAGE,Kalkuhi,Rural,30,146,86,17,60,0,8,1,0,0,0,60
Nagpur,VILLAGE,Mendhepathar (Jangli),Rural,108,436,241,55,115,1,6,5,58,1,0,195
Nagpur,VILLAGE,Sabkund,Rural,125,574,300,181,98,1,12,1,7,0,0,274
Nagpur,VILLAGE,Bilavargondi,Rural,22,108,61,14,47,0,0,0,0,0,0,47
Nagpur,VILLAGE,Nandora,Rural,103,457,260,33,195,0,28,0,4,0,0,197
Nagpur,VILLAGE,Khapa,Rural,50,219,138,9,103,0,1,1,24,0,0,81
Nagpur,VILLAGE,Murti,Rural,492,1923,1260,449,682,17,45,9,48,2,8,663
Nagpur,VILLAGE,Chandanpardi,Rural,312,1234,677,283,314,16,45,10,4,1,4,557
Nagpur,VILLAGE,Ahmednagar,Rural,53,202,143,35,92,1,6,0,8,0,1,59
Nagpur,VILLAGE,Chicholi,Rural,50,237,163,51,58,2,10,13,24,3,2,74
Nagpur,VILLAGE,Shivkamath,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Junapani,Rural,166,702,273,58,177,1,12,0,24,0,1,429
Nagpur,VILLAGE,Khursapur,Rural,336,1325,797,199,519,15,43,12,3,1,5,528
Nagpur,VILLAGE,Salai (Kh),Rural,39,162,99,5,77,0,7,1,9,0,0,63
Nagpur,VILLAGE,Sonegaon (Bk),Rural,19,81,52,30,9,7,6,0,0,0,0,29
Nagpur,VILLAGE,Salai (Bk),Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Kelapur,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Kachari Savanga,Rural,763,3174,1684,263,874,12,126,46,328,5,30,1490
Nagpur,VILLAGE,Sonpur,Rural,59,245,155,27,57,0,15,0,56,0,0,90
Nagpur,VILLAGE,Ganeshpur,Rural,79,498,201,45,122,0,4,2,27,0,1,297
Nagpur,VILLAGE,Dudhala,Rural,459,2002,1083,95,258,17,343,25,182,31,132,919
Nagpur,VILLAGE,Bihalgondi,Rural,96,400,257,14,166,0,10,1,65,0,1,143
Nagpur,VILLAGE,Kundi,Rural,48,184,124,16,78,1,13,3,13,0,0,60
Nagpur,VILLAGE,Ringanabodi,Rural,126,496,271,76,120,0,48,8,16,0,3,225
Nagpur,VILLAGE,Chakdoh,Rural,33,119,49,0,10,5,28,0,3,2,1,70
Nagpur,VILLAGE,Elkapar,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Akewada,Rural,3,9,7,0,4,0,2,0,0,0,1,2
Nagpur,VILLAGE,Hardoli,Rural,81,351,206,10,123,1,53,0,15,0,4,145
Nagpur,VILLAGE,Panjra (Kate),Rural,183,735,413,50,283,1,78,0,1,0,0,322
Nagpur,VILLAGE,Kondhali,Rural,2571,11817,4775,768,2237,178,1427,23,99,9,34,7042
Nagpur,VILLAGE,Shirmi,Rural,454,1979,715,50,217,5,374,1,15,5,48,1264
Nagpur,VILLAGE,Taroda,Rural,76,482,256,6,184,0,2,0,64,0,0,226
Nagpur,VILLAGE,Jamgad,Rural,183,1050,341,81,137,1,119,0,0,0,3,709
Nagpur,VILLAGE,Khapari (Barokar),Rural,241,883,609,181,250,8,98,29,38,0,5,274
Nagpur,VILLAGE,Dhamangaon,Rural,72,289,220,85,62,1,32,15,25,0,0,69
Nagpur,VILLAGE,Khairi (kh),Rural,140,674,424,254,141,0,3,7,18,0,1,250
Nagpur,VILLAGE,Borgaon,Rural,52,252,141,25,101,0,10,1,4,0,0,111
Nagpur,VILLAGE,Dhurkheda,Rural,142,621,324,55,98,2,54,12,87,2,14,297
Nagpur,VILLAGE,Vasantnagar ,Rural,120,568,274,34,99,0,9,39,89,0,4,294
Nagpur,VILLAGE,Dodki,Rural,118,532,347,120,189,2,31,3,0,1,1,185
Nagpur,VILLAGE,Mhasala,Rural,143,723,338,90,225,0,13,0,10,0,0,385
Nagpur,VILLAGE,Miniwada,Rural,96,378,210,28,144,2,11,3,22,0,0,168
Nagpur,VILLAGE,Malkapur,Rural,23,98,42,11,28,0,0,0,3,0,0,56
Nagpur,VILLAGE,Ghubadi,Rural,97,435,176,53,113,0,2,0,8,0,0,259
Nagpur,VILLAGE,Kawdimet,Rural,29,99,40,7,31,0,1,0,1,0,0,59
Nagpur,VILLAGE,Kinki Dhoda,Rural,14,74,42,10,30,0,2,0,0,0,0,32
Nagpur,VILLAGE,Pusagondi,Rural,318,1738,827,162,337,12,83,49,176,3,5,911
Nagpur,VILLAGE,Jatlapur,Rural,97,461,287,178,79,5,21,2,2,0,0,174
Nagpur,VILLAGE,Chikhali (Masod),Rural,166,745,230,186,19,3,19,2,1,0,0,515
Nagpur,VILLAGE,Masod,Rural,349,1639,882,232,445,9,75,23,95,0,3,757
Nagpur,VILLAGE,Bopapur,Rural,7,30,23,3,18,0,1,1,0,0,0,7
Nagpur,VILLAGE,Kamthi,Rural,119,573,293,35,191,8,45,2,7,0,5,280
Nagpur,VILLAGE,Pratapgad,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Dhotiwada,Rural,242,1069,596,144,223,3,58,9,153,0,6,473
Nagpur,VILLAGE,Khapa (Bk),Rural,124,562,296,51,223,1,9,3,7,0,2,266
Nagpur,CD BLOCK,Kalameshwar,Rural,19950,85457,43211,11076,18405,562,7094,1096,4212,134,632,42246
Nagpur,VILLAGE,Deoli,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Dadhera,Rural,64,254,153,76,73,0,4,0,0,0,0,101
Nagpur,VILLAGE,Tidangi,Rural,243,1085,512,138,244,0,116,1,11,0,2,573
Nagpur,VILLAGE,Telgaon,Rural,393,1706,942,239,499,11,45,7,128,0,13,764
Nagpur,VILLAGE,Nandi Kheda,Rural,132,596,226,111,92,4,16,0,2,0,1,370
Nagpur,VILLAGE,Tishti kh.,Rural,165,711,378,104,262,0,11,1,0,0,0,333
Nagpur,VILLAGE,Tishti bk.,Rural,463,1985,953,405,403,2,86,17,26,2,12,1032
Nagpur,VILLAGE,Zilpi,Rural,64,295,145,22,43,0,8,5,66,0,1,150
Nagpur,VILLAGE,Lohagad,Rural,245,1048,625,149,377,6,12,12,66,1,2,423
Nagpur,VILLAGE,Budhla,Rural,161,708,393,158,217,2,13,0,1,0,2,315
Nagpur,VILLAGE,Pilkapar,Rural,145,589,359,79,203,0,21,23,33,0,0,230
Nagpur,VILLAGE,Mandvi,Rural,295,1294,707,236,117,3,91,151,100,0,9,587
Nagpur,VILLAGE,Jirola,Rural,3,11,8,0,7,0,0,0,1,0,0,3
Nagpur,VILLAGE,Sonoli,Rural,185,679,417,197,211,1,7,1,0,0,0,262
Nagpur,VILLAGE,Dudhabardi,Rural,2,6,4,3,1,0,0,0,0,0,0,2
Nagpur,VILLAGE,Panjra,Rural,1,3,2,0,2,0,0,0,0,0,0,1
Nagpur,VILLAGE,Parsodi wakil,Rural,339,1503,831,201,328,11,125,65,57,7,37,672
Nagpur,VILLAGE,Panuabali,Rural,201,899,500,167,316,3,6,4,3,0,1,399
Nagpur,VILLAGE,Kokarda,Rural,67,298,162,36,79,22,25,0,0,0,0,136
Nagpur,VILLAGE,Khumari,Rural,275,1206,617,97,328,3,74,7,104,0,4,589
Nagpur,VILLAGE,Mhasepathar,Rural,273,1220,486,80,214,7,87,10,78,1,9,734
Nagpur,VILLAGE,Khursapar,Rural,27,134,53,2,16,0,31,1,2,0,1,81
Nagpur,VILLAGE,Ramgiri,Rural,71,314,185,97,81,1,4,0,2,0,0,129
Nagpur,VILLAGE,Chakdoh,Rural,88,330,197,41,11,0,27,20,88,0,10,133
Nagpur,VILLAGE,Pardi (Desh),Rural,328,1458,939,258,510,2,95,40,15,1,18,519
Nagpur,VILLAGE,Khairi (Desh),Rural,53,220,102,5,76,0,16,2,0,0,3,118
Nagpur,VILLAGE,Susundri,Rural,440,1881,1025,339,451,17,116,50,41,3,8,856
Nagpur,VILLAGE,Sawandri,Rural,76,297,170,42,117,1,9,0,0,0,1,127
Nagpur,VILLAGE,Yelkapar,Rural,2,8,4,0,4,0,0,0,0,0,0,4
Nagpur,VILLAGE,Kohali,Rural,582,2192,1088,137,537,19,287,2,90,4,12,1104
Nagpur,VILLAGE,Sonoli,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Wathoda,Rural,90,405,234,69,143,0,14,0,3,0,5,171
Nagpur,VILLAGE,Ubagi,Rural,169,692,453,149,205,3,57,7,13,0,19,239
Nagpur,VILLAGE,Mohali,Rural,349,1215,617,107,112,18,196,21,119,33,11,598
Nagpur,VILLAGE,Pohigond Khairi,Rural,132,571,357,112,223,1,21,0,0,0,0,214
Nagpur,VILLAGE,Bordoh,Rural,13,60,32,12,18,0,2,0,0,0,0,28
Nagpur,VILLAGE,Sonegaon,Rural,241,1025,546,102,404,4,33,0,2,0,1,479
Nagpur,VILLAGE,Linga,Rural,358,1569,843,377,384,15,57,3,7,0,0,726
Nagpur,VILLAGE,Koreghat,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Telkamthi,Rural,777,3370,1714,486,770,19,135,42,252,1,9,1656
Nagpur,VILLAGE,Nilgaon,Rural,134,599,257,64,132,3,49,1,3,0,5,342
Nagpur,VILLAGE,Borgaon bk.,Rural,244,1044,482,112,288,3,53,4,18,0,4,562
Nagpur,VILLAGE,Adasa,Rural,162,736,381,121,120,17,47,18,53,0,5,355
Nagpur,VILLAGE,Sonpur,Rural,186,872,438,226,146,1,63,0,2,0,0,434
Nagpur,VILLAGE,Dhapewada bk.,Rural,1300,6098,2813,389,1000,156,688,44,416,34,86,3285
Nagpur,VILLAGE,Kanyadhol,Rural,245,922,565,178,162,2,60,14,116,2,31,357
Nagpur,VILLAGE,Sindi,Rural,2,8,4,2,2,0,0,0,0,0,0,4
Nagpur,VILLAGE,Pipla (kinkheda),Rural,428,1814,958,228,294,7,54,130,233,1,11,856
Nagpur,VILLAGE,Mohagaon,Rural,121,528,278,73,161,5,36,1,2,0,0,250
Nagpur,VILLAGE,Sawangi,Rural,50,243,121,45,59,2,13,0,1,1,0,122
Nagpur,VILLAGE,Wadhona kh.,Rural,104,450,260,63,31,0,9,3,154,0,0,190
Nagpur,VILLAGE,Madha sawangi,Rural,186,874,455,174,215,7,29,0,20,0,10,419
Nagpur,VILLAGE,Hardoli,Rural,40,182,98,33,54,0,8,2,1,0,0,84
Nagpur,VILLAGE,Khangaon,Rural,35,172,81,34,27,0,12,3,5,0,0,91
Nagpur,VILLAGE,Dhurkheda,Rural,72,354,128,56,28,2,11,2,25,0,4,226
Nagpur,VILLAGE,Borgaon kh.,Rural,310,1286,760,208,236,5,45,26,232,2,6,526
Nagpur,VILLAGE,Dorli (mani),Rural,4,15,10,2,8,0,0,0,0,0,0,5
Nagpur,VILLAGE,Bhandagi,Rural,159,678,431,83,192,10,36,7,98,0,5,247
Nagpur,VILLAGE,Sonapar,Rural,29,135,68,14,47,0,7,0,0,0,0,67
Nagpur,VILLAGE,Dhapewada Kh.,Rural,400,1730,893,114,498,10,256,3,6,1,5,837
Nagpur,VILLAGE,Wadhona Bk.,Rural,211,909,425,174,184,3,38,6,12,0,8,484
Nagpur,VILLAGE,Sawali kh.,Rural,122,500,309,118,142,10,28,3,6,0,2,191
Nagpur,VILLAGE,Ubali,Rural,604,2722,1249,397,520,5,208,8,80,3,28,1473
Nagpur,VILLAGE,Khapari (kothe),Rural,157,1087,368,120,172,0,72,0,4,0,0,719
Nagpur,VILLAGE,Peth ubali,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sindi,Rural,116,480,270,159,68,1,41,1,0,0,0,210
Nagpur,VILLAGE,Zunki,Rural,133,511,236,40,38,0,8,17,121,5,7,275
Nagpur,VILLAGE,Dorli (bhodji),Rural,10,32,22,1,16,0,4,0,1,0,0,10
Nagpur,VILLAGE,Waroda,Rural,386,1694,689,159,195,14,105,83,120,5,8,1005
Nagpur,VILLAGE,Sawali bk.,Rural,174,771,305,82,75,4,26,28,69,2,19,466
Nagpur,VILLAGE,Belori bk.,Rural,65,259,161,71,72,3,9,2,2,0,2,98
Nagpur,VILLAGE,Tonda khairi,Rural,184,775,436,244,164,0,24,2,0,0,2,339
Nagpur,VILLAGE,Gowari,Rural,114,456,272,85,168,6,11,2,0,0,0,184
Nagpur,VILLAGE,Khairi (Lakhmaji),Rural,115,547,278,80,128,1,67,0,1,0,1,269
Nagpur,VILLAGE,Parsodi,Rural,8,35,21,0,21,0,0,0,0,0,0,14
Nagpur,VILLAGE,Ghorad,Rural,609,2592,1254,286,601,8,270,17,66,1,5,1338
Nagpur,VILLAGE,Ghogali,Rural,136,558,295,16,119,0,28,10,119,2,1,263
Nagpur,VILLAGE,Uparwani,Rural,394,1676,886,185,333,14,123,22,162,6,41,790
Nagpur,VILLAGE,Khairi (Harji),Rural,146,637,366,91,255,0,12,0,7,0,1,271
Nagpur,VILLAGE,Nimboli,Rural,48,194,112,36,20,0,18,4,27,0,7,82
Nagpur,VILLAGE,Ladai (jangli),Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Ladai (mal),Rural,84,326,226,95,49,1,81,0,0,0,0,100
Nagpur,VILLAGE,Lonara,Rural,222,908,524,152,148,2,63,36,100,7,16,384
Nagpur,VILLAGE,Gumthala,Rural,122,564,271,98,164,1,8,0,0,0,0,293
Nagpur,VILLAGE,Sawangi,Rural,278,1274,534,194,86,3,71,4,172,1,3,740
Nagpur,VILLAGE,Selu,Rural,316,1371,746,144,331,6,208,3,41,1,12,625
Nagpur,VILLAGE,Sahajapur,Rural,9,25,15,2,13,0,0,0,0,0,0,10
Nagpur,VILLAGE,Pipla,Rural,8,25,14,0,13,0,0,0,1,0,0,11
Nagpur,VILLAGE,Dahegaon,Rural,263,1123,547,88,180,0,125,29,118,0,7,576
Nagpur,VILLAGE,Dorli gangaji,Rural,11,37,19,0,16,0,0,0,3,0,0,18
Nagpur,VILLAGE,Kalambi,Rural,302,1336,628,227,211,14,31,47,95,2,1,708
Nagpur,VILLAGE,Ketapar,Rural,136,602,225,51,133,1,20,1,17,0,2,377
Nagpur,VILLAGE,Astikala,Rural,188,752,363,92,218,6,44,0,1,0,2,389
Nagpur,VILLAGE,Pilkapar,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Shahapur,Rural,3,11,7,0,7,0,0,0,0,0,0,4
Nagpur,VILLAGE,Gadaga,Rural,3,14,8,0,8,0,0,0,0,0,0,6
Nagpur,VILLAGE,Rohana,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Nimji,Rural,312,1141,664,96,340,4,220,0,1,0,3,477
Nagpur,VILLAGE,Khapari (uma),Rural,103,364,232,8,19,3,152,4,21,3,22,132
Nagpur,VILLAGE,Karli,Rural,16,52,30,0,29,0,0,0,1,0,0,22
Nagpur,VILLAGE,Nanda,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sahuli,Rural,209,845,415,66,255,7,82,0,4,0,1,430
Nagpur,VILLAGE,Alesur,Rural,114,496,262,70,134,0,40,1,15,0,2,234
Nagpur,VILLAGE,Gondkhairi,Rural,1519,6035,2568,277,956,27,1103,13,129,2,61,3467
Nagpur,VILLAGE,Chinchbhuwan,Rural,277,1144,499,20,26,13,431,3,1,0,5,645
Nagpur,CD BLOCK,Savner,Rural,29275,127436,63588,15066,26790,824,11929,1127,5507,377,1968,63848
Nagpur,VILLAGE,Khursapar,Rural,175,797,456,217,182,3,13,4,35,0,2,341
Nagpur,VILLAGE,Sawali,Rural,156,1011,345,173,133,6,29,0,2,1,1,666
Nagpur,VILLAGE,Jatamkhora,Rural,160,626,396,99,250,0,21,8,17,0,1,230
Nagpur,VILLAGE,Bid jatamkhora,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Jaitgad,Rural,2,6,3,0,2,0,1,0,0,0,0,3
Nagpur,VILLAGE,Kawatha,Rural,161,581,308,127,77,1,103,0,0,0,0,273
Nagpur,VILLAGE,Khairi (Dhalgaon),Rural,454,1909,1095,401,591,17,70,5,8,0,3,814
Nagpur,VILLAGE,Hattisarra,Rural,139,639,360,196,146,0,15,0,3,0,0,279
Nagpur,VILLAGE,Ashti Kh.,Rural,12,44,23,6,4,0,13,0,0,0,0,21
Nagpur,VILLAGE,Kelwad,Rural,1685,7277,3415,420,1167,74,799,75,664,47,169,3862
Nagpur,VILLAGE,Raibasa,Rural,188,771,462,98,325,0,32,0,6,0,1,309
Nagpur,VILLAGE,Jalalkheda,Rural,192,770,403,149,204,1,43,0,1,0,5,367
Nagpur,VILLAGE,Borgaon Jangli,Rural,44,174,109,0,4,0,0,1,4,0,100,65
Nagpur,VILLAGE,Chhatrapur,Rural,144,606,411,62,305,6,7,12,14,4,1,195
Nagpur,VILLAGE,Jaitpur,Rural,77,335,212,89,109,0,13,1,0,0,0,123
Nagpur,VILLAGE,Joga,Rural,156,731,393,269,78,7,23,1,0,2,13,338
Nagpur,VILLAGE,Malegaon,Rural,175,742,377,58,296,3,10,0,9,0,1,365
Nagpur,VILLAGE,Khapa (Janabai),Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Nanda Gomukh,Rural,952,4027,2063,448,960,34,193,45,320,33,30,1964
Nagpur,VILLAGE,Salai,Rural,234,1062,554,190,299,4,53,2,5,0,1,508
Nagpur,VILLAGE,Umari (Bharatpur),Rural,588,2483,1155,379,602,25,121,9,15,0,4,1328
Nagpur,VILLAGE,Pandhari (J),Rural,169,742,326,130,99,3,29,16,44,2,3,416
Nagpur,VILLAGE,Jakhewada,Rural,2,3,3,0,3,0,0,0,0,0,0,0
Nagpur,VILLAGE,Rampuri,Rural,234,1009,598,139,433,5,13,1,2,1,4,411
Nagpur,VILLAGE,Ashti Bk.,Rural,74,306,147,30,93,2,14,3,5,0,0,159
Nagpur,VILLAGE,Nandori,Rural,203,893,495,154,134,8,9,21,154,6,9,398
Nagpur,VILLAGE,Nandapur,Rural,125,558,361,86,230,2,22,1,6,0,14,197
Nagpur,VILLAGE,Karajghat,Rural,63,260,147,21,53,1,40,0,1,0,31,113
Nagpur,VILLAGE,Dudhbardi,Rural,13,52,30,7,23,0,0,0,0,0,0,22
Nagpur,VILLAGE,Sherdi,Rural,85,367,223,83,137,0,3,0,0,0,0,144
Nagpur,VILLAGE,Gadegaon,Rural,219,971,571,319,196,9,23,3,21,0,0,400
Nagpur,VILLAGE,Nanda Kh.,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Mangsa,Rural,496,2145,1092,389,550,7,140,0,5,0,1,1053
Nagpur,VILLAGE,Pohana,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Bhojapur,Rural,1,3,2,0,2,0,0,0,0,0,0,1
Nagpur,VILLAGE,Narsala,Rural,197,876,554,180,321,11,27,0,14,0,1,322
Nagpur,VILLAGE,Khapa (Narsala),Rural,186,785,406,165,134,2,56,11,30,0,8,379
Nagpur,VILLAGE,Pipala (Bhadao),Rural,71,297,156,31,71,0,54,0,0,0,0,141
Nagpur,VILLAGE,Bhagi Mahari,Rural,211,983,628,123,195,0,277,2,19,0,12,355
Nagpur,VILLAGE,Hetisurla,Rural,233,965,504,32,94,2,119,4,194,1,58,461
Nagpur,VILLAGE,Sawangi,Rural,228,990,566,254,287,1,19,3,0,0,2,424
Nagpur,VILLAGE,Telangkhedi,Rural,144,568,342,149,143,0,15,21,12,0,2,226
Nagpur,VILLAGE,Junewani,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Sindewani Kh.,Rural,25,116,59,24,29,0,1,2,3,0,0,57
Nagpur,VILLAGE,Sindewani Bk.,Rural,163,670,413,80,254,14,15,6,37,1,6,257
Nagpur,VILLAGE,Tekadi,Rural,90,360,151,11,37,0,10,11,74,1,7,209
Nagpur,VILLAGE,Warpani,Rural,30,132,100,28,50,0,3,1,15,0,3,32
Nagpur,VILLAGE,Kormeta,Rural,114,495,334,97,83,0,9,7,129,0,9,161
Nagpur,VILLAGE,Sarra,Rural,100,423,271,26,225,2,3,0,14,1,0,152
Nagpur,VILLAGE,Nagalwadi,Rural,175,666,391,72,174,3,46,10,18,0,68,275
Nagpur,VILLAGE,Bhondetal,Rural,15,65,44,0,43,0,1,0,0,0,0,21
Nagpur,VILLAGE,Sironji,Rural,214,871,564,286,166,6,17,51,32,1,5,307
Nagpur,VILLAGE,Bichawa,Rural,173,716,395,83,222,19,36,2,29,3,1,321
Nagpur,VILLAGE,Rajegaon,Rural,0,0,0,0,0,0,0,0,0,0,0,0
Nagpur,VILLAGE,Raiwadi,Rural,239,946,567,104,246,1,150,2,58,1,5,379
Nagpur,VILLAGE,Chorkhairi,Rural,10,39,18,0,15,1,1,0,1,0,0,21
Nagpur,VILLAGE,Sonpur,Rural,145,581,392,47,139,3,154,7,21,4,17,189
Nagpur,VILLAGE,Surewani,Rural,139,534,329,5,70,2,9,4,133,0,106,205
Nagpur,VILLAGE,Maharkund,Rural,52,215,118,1,12,0,2,0,103,0,0,97
Nagpur,VILLAGE,Tembhurdoh,Rural,247,1076,545,98,400,1,40,1,4,1,0,531
Nagpur,VILLAGE,Chargaon,Rural,111,465,253,47,24,0,85,6,46,0,45,212
Nagpur,VILLAGE,Risala,Rural,105,437,270,93,156,0,20,0,1,0,0,167
Nagpur,VILLAGE,Badegaon,Rural,703,2783,1507,349,625,26,169,8,303,10,17,1276
Nagpur,VILLAGE,Kharduka,Rural,123,540,354,76,83,0,2,10,183,0,0,186
Nagpur,VILLAGE,Pipla (Rithi),Rural,5,19,12,4,0,0,1,0,7,0,0,7
Nagpur,VILLAGE,Kocchi,Rural,390,1660,831,222,373,6,83,88,52,0,7,829
Nagpur,VILLAGE,Hingna,Rural,94,358,203,56,124,0,6,1,14,0,2,155
Nagpur,VILLAGE,Khubala,Rural,425,1789,966,207,680,5,67,2,5,0,0,823
Nagpur,VILLAGE,Mohagaon (Jangali),Rural,66,289,170,34,97,0,14,0,14,0,11,119
Nagpur,VILLAGE,Pendhari,Rural,81,340,210,49,129,1,6,6,19,0,0,130
Nagpur,VILLAGE,Hetikheda,Rural,63,300,191,71,116,0,4,0,0,0,0,109
Nagpur,VILLAGE,Gadami,Rural,103,470,273,58,204,0,8,0,3,0,0,197
Nagpur,VILLAGE,Kusumbi,Rural,11,48,28,4,24,0,0,0,0,0,0,20
Nagpur,VILLAGE,Nimtalai,Rural,280,1309,620,266,285,10,49,1,9,0,0,689
Nagpur,VILLAGE,Dhakara,Rural,87,348,222,90,104,0,8,3,2,0,15,126
Nagpur,VILLAGE,Umari  jambhalpani,Rural,203,890,528,92,335,2,87,1,8,0,3,362
Nagpur,VILLAGE,Bawangaon,Rural,114,420,291,63,73,0,144,3,6,0,2,129
Nagpur,VILLAGE,Khairi (Panjabrao),Rural,192,791,387,88,259,4,22,1,13,0,0,404
Nagpur,VILLAGE,Kothulana,Rural,423,1837,908,179,508,25,95,17,74,2,8,929
Nagpur,VILLAGE,Kirnapur,Rural,54,243,147,33,61,2,11,0,31,4,5,96
Nagpur,VILLAGE,Ramdongari,Rural,199,720,429,8,93,4,229,1,66,0,28,291
Nagpur,VILLAGE,Rajana (Halad),Rural,3,11,3,0,0,0,3,0,0,0,0,8
Nagpur,VILLAGE,Khedi,Rural,50,187,117,15,102,0,0,0,0,0,0,70
Nagpur,VILLAGE,Kodegaon,Rural,310,1363,700,207,393,0,88,0,2,0,10,663
Nagpur,VILLAGE,Tigai,Rural,111,419,224,38,37,0,20,22,90,0,17,195
Nagpur,VILLAGE,Gumgaon,Rural,81,305,167,22,35,0,38,8,31,1,32,138
Nagpur,VILLAGE,Wakodi,Rural,729,3291,1706,380,963,27,163,8,99,14,52,1585
Nagpur,VILLAGE,Dohanghat,Rural,20,80,45,11,23,0,0,0,1,0,10,35
Nagpur,VILLAGE,Wagholi,Rural,69,317,217,60,143,1,10,0,2,0,1,100
Nagpur,VILLAGE,Parsodi,Rural,220,923,582,147,32,1,32,2,359,7,2,341
Nagpur,VILLAGE,Khangaon,Rural,349,1518,682,207,358,13,52,1,38,3,10,836
Nagpur,VILLAGE,Khurajgaon,Rural,335,1447,791,140,462,4,92,5,80,0,8,656
Nagpur,VILLAGE,Pardi (Rithi),Rural,37,121,88,6,70,0,2,0,10,0,0,33
Nagpur,VILLAGE,Ajani,Rural,339,1507,856,147,514,13,78,84,17,0,3,651
Nagpur,VILLAGE,Borujwada,Rural,325,1412,687,112,326,11,205,10,18,2,3,725
Nagpur,VILLAGE,Gujarkhedi,Rural,399,1662,661,28,229,8,374,0,13,1,8,1001
Nagpur,VILLAGE,Umari,Rural,54,239,118,9,62,3,43,0,0,0,1,121
Nagpur,VILLAGE,Angewada,Rural,157,663,338,61,244,0,30,0,0,0,3,325
Nagpur,VILLAGE,Patakakhedi,Rural,182,806,439,270,135,2,31,0,0,0,1,367
Nagpur,VILLAGE,Malegaon,Rural,525,2190,1184,244,394,16,295,10,174,8,43,1006
Nagpur,VILLAGE,Manegaon,Rural,360,1540,673,170,168,16,223,6,85,3,2,867
Nagpur,VILLAGE,Pandharakhedi,Rural,111,534,268,63,24,1,34,35,88,7,16,266
Nagpur,VILLAGE,Katodi,Rural,144,595,253,130,96,4,23,0,0,0,0,342
Nagpur,VILLAGE,Erangaon,Rural,104,462,250,73,113,1,25,3,35,0,0,212
Nagpur,VILLAGE,Bramhpuri,Rural,179,769,454,256,91,4,41,48,9,0,5,315
Nagpur,VILLAGE,Sillori,Rural,207,890,529,296,174,5,25,10,17,0,2,361
Nagpur,VILLAGE,Kusumbi,Rural,161,733,426,175,110,4,50,38,44,0,5,307
Nagpur,VILLAGE,Takali,Rural,465,2165,1007,218,334,13,178,100,108,4,52,1158
Nagpur,VILLAGE,Bhendala,Rural,264,1186,606,179,293,7,46,9,61,5,6,580
Nagpur,VILLAGE,Waki,Rural,507,2087,1126,474,529,19,84,9,6,1,4,961
